stop_loss_pct,take_profit_pct,enable_trend_break_exit,market_open_delay_minutes,momentum_lookback_minutes,trade_count,total_pnl,return_pct,win_rate,avg_win,avg_loss,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,avg_bars_held,avg_mfe,avg_mae,exit_reasons
0.015,0.035,False,5,5,787,-4.9658542208975796,-4.965854220897681,37.86531130876747,1.230014260845133,-0.7597343639115486,0.9866333266092562,-0.006309852885511537,-49.183104791280506,0.09167509400742663,0.14260306275439172,104.57814485387547,0.015366482741122778,-0.012025278172071318,"{'stop': 413, 'take_profit': 144, 'eod': 230}"
0.01,0.06,False,5,20,784,-5.000578977675055,-5.000578977675163,27.67857142857143,1.4190160474534577,-0.5518995789683869,0.9840199854966222,-0.0063782895123406305,-43.32359744117408,0.12367445021242421,0.20949398815786738,99.07780612244898,0.01603512213952714,-0.009578288506205316,"{'stop': 524, 'eod': 214, 'take_profit': 46}"
0.015,0.06,False,30,5,532,-5.251682071270206,-5.251682071270192,37.40601503759399,1.3424942403326652,-0.8180421498422539,0.9807212659715853,-0.009871582840733471,-22.964221178836105,0.0003527522795227534,0.0007085562990630372,146.46616541353384,0.017165622285330303,-0.011870461058206667,"{'stop': 269, 'eod': 230, 'take_profit': 33}"
0.025,0.06,True,5,5,1833,-8.070638421285416,-8.070638421285315,15.330060010911076,1.10545495733808,-0.20535018133588007,0.9746766543465739,-0.004402966951055873,-37.94153361560877,-0.056877534136357426,-0.10074055176024206,37.6519367157665,0.009197865930409409,-0.0048630162806970805,"{'trend_break': 1575, 'eod': 189, 'stop': 17, 'take_profit': 52}"
0.006,0.035,False,30,5,1192,-8.244229315969847,-8.244229315969964,22.818791946308725,1.0437335250619475,-0.3175432044921952,0.9717798438293249,-0.00691629976171967,-41.43378069111251,-0.13727772608901398,-0.22622591597047342,59.08137583892618,0.009983828981859757,-0.0064346106124588565,"{'stop': 884, 'take_profit': 104, 'eod': 204}"
0.006,0.06,False,30,5,1008,-8.483748022762956,-8.483748022762994,21.32936507936508,1.1387891967479087,-0.319449464468554,0.9665102111582186,-0.008416416689248965,-37.40501014222921,-0.20635328112927415,-0.3582213640893775,69.69444444444444,0.011118860085844062,-0.0065279691032871495,"{'stop': 769, 'eod': 207, 'take_profit': 32}"
0.015,0.06,False,5,20,567,-9.091544302578129,-9.091544302578003,35.978835978835974,1.4568668316049038,-0.8437806555095825,0.9703174321103647,-0.016034469669449963,-45.84671734056687,-0.060524078730238594,-0.09990523514013391,145.17989417989418,0.018697530819157024,-0.012496470188757746,"{'stop': 307, 'eod': 217, 'take_profit': 43}"
0.015,0.06,False,30,10,503,-11.592261752764806,-11.592261752764854,35.984095427435385,1.3796096688265218,-0.8114956888520659,0.9556364705427931,-0.02304624602935349,-29.76089293761764,-0.19660671798107798,-0.360010337452353,144.64811133200794,0.01750237672221718,-0.011916117637228895,"{'stop': 261, 'eod': 211, 'take_profit': 31}"
0.015,0.02,False,5,20,991,-12.562112760370393,-12.562112760370582,43.69323915237134,0.9292796191103938,-0.7436204083067579,0.9697254854346369,-0.012676198547296057,-39.69079178700281,-0.35593668901723424,-0.6072519730073731,79.38849646821393,0.012426135422615,-0.011242843826897376,"{'take_profit': 327, 'stop': 454, 'eod': 210}"
0.01,0.035,False,5,20,1007,-12.92618647724369,-12.926186477243718,30.089374379344587,1.2321653384044544,-0.5486822216105018,0.9665360756849383,-0.01283633215217844,-49.58546936015961,-0.2577313890032255,-0.395091745601338,78.51638530287984,0.01353120500403761,-0.009376099439399741,"{'stop': 647, 'eod': 216, 'take_profit': 144}"
